strategy_name,source_hypothesis_id,race_id,race_date,stadium_code,stadium_name,race_no,combo_count,settled_combo,is_hit,stake_yen,realized_payout,notes
GPT_HB_Trifecta_OuterExTop,B,202403240409,2024-03-24,04,平和島,9,20,3-2-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403240410,2024-03-24,04,平和島,10,20,4-1-5,1,2000,14170,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403240411,2024-03-24,04,平和島,11,20,1-2-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403240412,2024-03-24,04,平和島,12,20,2-4-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403240505,2024-03-24,05,多摩川,5,20,6-3-4,1,2000,108060,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403240607,2024-03-24,06,浜名湖,7,20,1-5-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403241002,2024-03-24,10,三国,2,20,1-5-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403241109,2024-03-24,11,びわこ,9,20,2-5-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403241202,2024-03-24,12,住之江,2,20,1-3-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403241501,2024-03-24,15,丸亀,1,20,1-2-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403241502,2024-03-24,15,丸亀,2,20,1-3-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403241511,2024-03-24,15,丸亀,11,20,5-1-4,1,2000,15570,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403241901,2024-03-24,19,下関,1,20,1-2-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403241912,2024-03-24,19,下関,12,20,3-1-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403250302,2024-03-25,03,江戸川,2,20,5-1-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403250305,2024-03-25,03,江戸川,5,20,5-2-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403250309,2024-03-25,03,江戸川,9,20,4-3-6,1,2000,5060,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403250311,2024-03-25,03,江戸川,11,20,2-4-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403250312,2024-03-25,03,江戸川,12,20,1-4-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403250403,2024-03-25,04,平和島,3,20,2-1-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403250407,2024-03-25,04,平和島,7,20,3-6-1,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403250410,2024-03-25,04,平和島,10,20,1-5-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403250412,2024-03-25,04,平和島,12,20,1-2-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403250602,2024-03-25,06,浜名湖,2,20,5-3-1,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403250603,2024-03-25,06,浜名湖,3,20,3-5-1,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403250606,2024-03-25,06,浜名湖,6,20,4-3-1,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403250609,2024-03-25,06,浜名湖,9,20,2-4-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403250610,2024-03-25,06,浜名湖,10,20,1-4-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403250611,2024-03-25,06,浜名湖,11,20,2-1-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403250909,2024-03-25,09,津,9,20,4-2-5,1,2000,3060,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403251008,2024-03-25,10,三国,8,20,1-3-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403251009,2024-03-25,10,三国,9,20,1-5-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403251010,2024-03-25,10,三国,10,20,1-2-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403251104,2024-03-25,11,びわこ,4,20,2-3-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403251205,2024-03-25,12,住之江,5,20,4-1-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403251210,2024-03-25,12,住之江,10,20,2-4-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403251211,2024-03-25,12,住之江,11,20,1-3-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403251212,2024-03-25,12,住之江,12,20,1-4-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403251906,2024-03-25,19,下関,6,20,2-1-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403252110,2024-03-25,21,芦屋,10,20,1-6-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403260301,2024-03-26,03,江戸川,1,20,1-6-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403260307,2024-03-26,03,江戸川,7,20,3-1-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403260311,2024-03-26,03,江戸川,11,20,2-6-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403260401,2024-03-26,04,平和島,1,20,2-1-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403260403,2024-03-26,04,平和島,3,20,2-6-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403260405,2024-03-26,04,平和島,5,20,3-1-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403260407,2024-03-26,04,平和島,7,20,2-5-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403260409,2024-03-26,04,平和島,9,20,3-1-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403260806,2024-03-26,08,常滑,6,20,1-6-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403260811,2024-03-26,08,常滑,11,20,1-2-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403261101,2024-03-26,11,びわこ,1,20,4-5-1,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403261201,2024-03-26,12,住之江,1,20,1-3-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403261208,2024-03-26,12,住之江,8,20,1-3-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403261707,2024-03-26,17,宮島,7,20,1-2-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403261902,2024-03-26,19,下関,2,20,1-3-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403261906,2024-03-26,19,下関,6,20,2-1-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403261908,2024-03-26,19,下関,8,20,1-4-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403261911,2024-03-26,19,下関,11,20,1-4-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403262102,2024-03-26,21,芦屋,2,20,1-4-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403262105,2024-03-26,21,芦屋,5,20,1-4-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403262106,2024-03-26,21,芦屋,6,20,1-5-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403262110,2024-03-26,21,芦屋,10,20,3-1-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403262307,2024-03-26,23,唐津,7,20,2-1-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403262401,2024-03-26,24,大村,1,20,1-4-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403262408,2024-03-26,24,大村,8,20,1-3-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403262411,2024-03-26,24,大村,11,20,1-2-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403262412,2024-03-26,24,大村,12,20,1-3-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403270301,2024-03-27,03,江戸川,1,20,1-6-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403270303,2024-03-27,03,江戸川,3,20,1-3-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403270308,2024-03-27,03,江戸川,8,20,1-3-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403270309,2024-03-27,03,江戸川,9,20,2-3-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403270402,2024-03-27,04,平和島,2,20,4-3-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403270403,2024-03-27,04,平和島,3,20,4-5-6,1,2000,3370,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403270404,2024-03-27,04,平和島,4,20,1-3-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403270406,2024-03-27,04,平和島,6,20,4-3-6,1,2000,2300,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403270408,2024-03-27,04,平和島,8,20,2-1-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403270801,2024-03-27,08,常滑,1,20,2-1-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403270802,2024-03-27,08,常滑,2,20,5-1-2,1,2000,13440,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403270805,2024-03-27,08,常滑,5,20,1-4-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403270806,2024-03-27,08,常滑,6,20,6-5-1,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403270807,2024-03-27,08,常滑,7,20,1-2-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403270811,2024-03-27,08,常滑,11,20,1-3-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403270812,2024-03-27,08,常滑,12,20,1-2-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403270908,2024-03-27,09,津,8,20,4-2-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403271205,2024-03-27,12,住之江,5,20,2-6-1,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403271702,2024-03-27,17,宮島,2,20,1-2-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403271706,2024-03-27,17,宮島,6,20,3-4-1,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403271708,2024-03-27,17,宮島,8,20,1-3-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403271710,2024-03-27,17,宮島,10,20,1-2-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403271907,2024-03-27,19,下関,7,20,1-2-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403271912,2024-03-27,19,下関,12,20,1-5-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403272102,2024-03-27,21,芦屋,2,20,1-2-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403272104,2024-03-27,21,芦屋,4,20,1-3-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403272109,2024-03-27,21,芦屋,9,20,4-1-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403272201,2024-03-27,22,福岡,1,20,1-3-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403272212,2024-03-27,22,福岡,12,20,1-2-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403272303,2024-03-27,23,唐津,3,20,1-4-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403272304,2024-03-27,23,唐津,4,20,1-2-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403272309,2024-03-27,23,唐津,9,20,1-3-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403272403,2024-03-27,24,大村,3,20,5-6-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403272407,2024-03-27,24,大村,7,20,3-5-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403272408,2024-03-27,24,大村,8,20,4-1-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403280405,2024-03-28,04,平和島,5,20,5-4-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403280407,2024-03-28,04,平和島,7,20,4-6-1,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403280410,2024-03-28,04,平和島,10,20,4-2-1,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403280412,2024-03-28,04,平和島,12,20,2-3-1,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403280709,2024-03-28,07,蒲郡,9,20,1-2-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403280801,2024-03-28,08,常滑,1,20,2-1-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403280809,2024-03-28,08,常滑,9,20,1-4-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403280903,2024-03-28,09,津,3,20,4-5-1,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403280904,2024-03-28,09,津,4,20,1-3-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403280906,2024-03-28,09,津,6,20,2-1-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403280911,2024-03-28,09,津,11,20,1-4-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403280912,2024-03-28,09,津,12,20,1-4-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403281002,2024-03-28,10,三国,2,20,1-2-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403281106,2024-03-28,11,びわこ,6,20,1-2-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403281208,2024-03-28,12,住之江,8,20,1-4-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403281702,2024-03-28,17,宮島,2,20,5-3-1,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403281706,2024-03-28,17,宮島,6,20,1-6-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403282203,2024-03-28,22,福岡,3,20,3-5-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403282209,2024-03-28,22,福岡,9,20,6-1-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403282211,2024-03-28,22,福岡,11,20,1-3-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403282212,2024-03-28,22,福岡,12,20,4-1-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403282304,2024-03-28,23,唐津,4,20,1-2-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403282411,2024-03-28,24,大村,11,20,1-4-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403282412,2024-03-28,24,大村,12,20,2-6-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403290603,2024-03-29,06,浜名湖,3,20,2-1-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403290605,2024-03-29,06,浜名湖,5,20,3-4-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403290606,2024-03-29,06,浜名湖,6,20,2-3-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403290607,2024-03-29,06,浜名湖,7,20,1-3-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403290706,2024-03-29,07,蒲郡,6,20,1-4-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403290810,2024-03-29,08,常滑,10,20,1-2-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403290811,2024-03-29,08,常滑,11,20,1-5-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403290901,2024-03-29,09,津,1,20,1-2-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403290902,2024-03-29,09,津,2,20,1-2-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403290905,2024-03-29,09,津,5,20,5-1-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403290911,2024-03-29,09,津,11,20,1-3-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403290912,2024-03-29,09,津,12,20,1-2-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403291001,2024-03-29,10,三国,1,20,1-5-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403291211,2024-03-29,12,住之江,11,20,1-4-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403291704,2024-03-29,17,宮島,4,20,1-4-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403291705,2024-03-29,17,宮島,5,20,6-4-5,1,2000,174010,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403291708,2024-03-29,17,宮島,8,20,2-1-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403291709,2024-03-29,17,宮島,9,20,6-3-1,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403292201,2024-03-29,22,福岡,1,20,1-6-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403292202,2024-03-29,22,福岡,2,20,1-3-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403292206,2024-03-29,22,福岡,6,20,1-3-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403292210,2024-03-29,22,福岡,10,20,1-2-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403292304,2024-03-29,23,唐津,4,20,1-3-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403292307,2024-03-29,23,唐津,7,20,4-1-5,1,2000,3290,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403292402,2024-03-29,24,大村,2,20,1-4-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403292407,2024-03-29,24,大村,7,20,3-5-1,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403292409,2024-03-29,24,大村,9,20,1-4-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403300208,2024-03-30,02,戸田,8,20,1-5-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403300601,2024-03-30,06,浜名湖,1,20,2-5-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403300606,2024-03-30,06,浜名湖,6,20,1-6-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403300607,2024-03-30,06,浜名湖,7,20,5-1-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403300609,2024-03-30,06,浜名湖,9,20,5-3-1,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403300610,2024-03-30,06,浜名湖,10,20,2-1-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403300611,2024-03-30,06,浜名湖,11,20,4-6-1,1,2000,17570,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403300712,2024-03-30,07,蒲郡,12,20,1-4-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403300903,2024-03-30,09,津,3,20,5-4-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403300904,2024-03-30,09,津,4,20,1-3-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403301005,2024-03-30,10,三国,5,20,2-5-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403301703,2024-03-30,17,宮島,3,20,1-3-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403301707,2024-03-30,17,宮島,7,20,4-1-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403301901,2024-03-30,19,下関,1,20,5-1-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403301904,2024-03-30,19,下関,4,20,1-2-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403302201,2024-03-30,22,福岡,1,20,1-5-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403302207,2024-03-30,22,福岡,7,20,3-1-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403302210,2024-03-30,22,福岡,10,20,2-1-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403302312,2024-03-30,23,唐津,12,20,1-2-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403302403,2024-03-30,24,大村,3,20,1-2-6,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403302405,2024-03-30,24,大村,5,20,1-2-4,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403302407,2024-03-30,24,大村,7,20,3-1-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403302411,2024-03-30,24,大村,11,20,1-3-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403302412,2024-03-30,24,大村,12,20,1-3-2,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403310205,2024-03-31,02,戸田,5,20,2-6-1,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403310601,2024-03-31,06,浜名湖,1,20,1-2-3,0,2000,0,H-B: outer-lane exhibition top undervaluation
GPT_HB_Trifecta_OuterExTop,B,202403310602,2024-03-31,06,浜名湖,2,20,3-6-5,0,2000,0,H-B: outer-lane exhibition top undervaluation
