race_id,race_date,stadium_code,stadium_name,race_no,distance_m,grade,meeting_day_no,meeting_day_label,is_final_day,weather_condition,weather_temp_c,wind_speed_m,wind_direction_code,water_temp_c,wave_height_cm,first_place_lane,second_place_lane,third_place_lane,exacta_combo,exacta_payout,trifecta_combo,trifecta_payout,winning_technique,a1_count,a2_count,b1_count,b2_count,avg_national_win_rate,max_national_win_rate,lane1_national_win_rate,lane1_local_win_rate,lane1_motor_place_rate,best_exhibition_time,best_exhibition_lane,lane1_vs_best_exhibition_diff,is_rough_race
202401140505,2024-01-14,05,多摩川,5,1800,一般,5,第5日,False,晴,,4,,,2,3,1,5,3-1,1500,3-1-5,3010,まくり,1,1,3,1,4.723,6.72,4.86,5.52,26.15,6.54,4,0.16,0
202401140801,2024-01-14,08,常滑,1,1800,一般,5,第5日,False,晴,,1,,,0,1,2,3,1-2,430,1-2-3,1020,逃げ,0,0,5,1,3.498,4.23,4.01,0.0,40.74,6.75,4,0.06,0
202401140804,2024-01-14,08,常滑,4,1800,一般,5,第5日,False,晴,,2,,,1,1,2,3,1-2,890,1-2-3,2150,逃げ,0,1,5,0,4.217,5.59,3.0,3.71,54.55,6.62,1,0.0,0
202401140812,2024-01-14,08,常滑,12,1800,一般,5,第5日,False,晴,,1,,,0,1,5,4,1-5,880,1-5-4,3080,逃げ,3,0,3,0,5.847,8.0,7.43,7.17,23.81,6.65,2,0.08,0
202401141912,2024-01-14,19,下関,12,1800,一般,4,第4日,False,晴,,1,,,1,4,3,5,4-3,1290,4-3-5,3100,まくり,1,3,1,1,5.07,7.26,5.17,4.26,32.22,6.77,1,0.0,0
202401142205,2024-01-14,22,福岡,5,1800,一般,2,第2日,False,晴,,1,,,2,1,4,3,1-4,450,1-4-3,1010,逃げ,0,2,3,1,4.475,5.72,4.84,5.25,28.09,6.82,2,0.05,0
202401150406,2024-01-15,04,平和島,6,1800,一般,4,第4日,False,晴,,8,,,6,2,3,5,2-3,1000,2-3-5,2260,抜き,1,1,4,0,4.797,6.03,3.81,3.65,25.42,6.61,4,0.04,0
202401150707,2024-01-15,07,蒲郡,7,1800,一般,3,第3日,False,晴,,5,,,2,3,1,5,3-1,600,3-1-5,1420,まくり差し,1,2,2,1,4.718,6.57,5.9,5.46,38.46,6.73,1,0.0,0
202401150905,2024-01-15,09,津,5,1800,一般,1,第1日,False,晴,,5,,,3,1,2,4,1-2,230,1-2-4,570,逃げ,1,0,4,1,4.902,6.64,6.64,6.17,26.09,6.82,1,0.0,0
202401150911,2024-01-15,09,津,11,1200,一般,1,第1日,False,晴,,6,,,5,3,1,5,3-1,1410,3-1-5,7850,まくり差し,1,3,2,0,5.715,6.69,5.89,5.11,24.0,6.64,4,0.05,0
202401151306,2024-01-15,13,尼崎,6,1800,一般,3,第3日,False,晴,,4,,,0,4,5,6,4-5,860,4-5-6,3140,まくり,0,2,4,0,4.735,5.96,5.33,5.19,29.41,6.87,4,0.09,0
202401151507,2024-01-15,15,丸亀,7,1800,一般,1,第1日,False,晴,,5,,,5,1,6,4,1-6,1430,1-6-4,14290,逃げ,1,2,3,0,5.107,6.93,5.99,6.67,18.52,6.78,2,0.02,1
202401151707,2024-01-15,17,宮島,7,1200,一般,6,第6日,False,晴,,6,,,6,1,3,2,1-3,570,1-3-2,2970,逃げ,0,2,4,0,4.597,6.33,6.33,5.76,52.38,6.8,5,0.06,0
202401152304,2024-01-15,23,唐津,4,1800,一般,3,第3日,False,晴,,6,,,6,2,1,6,2-1,520,2-1-6,1570,差し,2,1,2,1,4.953,6.65,5.31,5.49,45.05,6.81,1,0.0,0
202401160604,2024-01-16,06,浜名湖,4,1800,一般,1,第1日,False,晴,,6,,,3,4,6,2,4-6,1280,4-6-2,3020,抜き,2,2,2,0,5.525,6.87,4.32,4.48,33.94,6.84,6,0.13,0
202401161106,2024-01-16,11,びわこ,6,1800,一般,1,第1日,False,晴,,1,,,1,1,4,2,1-4,570,1-4-2,1100,逃げ,1,1,3,1,4.098,6.03,6.03,6.57,36.36,6.57,4,0.15,0
202401161806,2024-01-16,18,徳山,6,1800,一般,2,第2日,False,晴,,2,,,2,1,4,2,1-4,2550,1-4-2,4620,逃げ,2,0,2,2,5.1,7.42,4.73,3.82,37.62,6.83,4,0.02,0
202401161807,2024-01-16,18,徳山,7,1800,一般,2,第2日,False,晴,,2,,,2,5,1,4,5-1,3330,5-1-4,6370,まくり差し,1,0,5,0,4.748,6.26,4.66,3.33,38.39,6.83,3,0.08,0
202401162201,2024-01-16,22,福岡,1,1800,一般,4,第4日,False,晴,,2,,,2,1,3,4,1-3,260,1-3-4,1090,逃げ,0,1,5,0,4.835,5.72,5.72,6.05,36.32,6.74,1,0.0,0
202401170608,2024-01-17,06,浜名湖,8,1800,一般,2,第2日,False,晴,,1,,,1,6,2,3,6-2,6090,6-2-3,19400,まくり,2,2,2,0,5.542,6.16,5.11,5.69,23.91,6.62,5,0.14,1
202401170708,2024-01-17,07,蒲郡,8,1800,一般,5,第5日,False,晴,,1,,,0,1,5,2,1-5,1250,1-5-2,5260,逃げ,1,0,5,0,4.162,5.89,5.89,6.18,29.09,6.66,6,0.15,0
202401170710,2024-01-17,07,蒲郡,10,1800,一般,5,第5日,False,晴,,2,,,1,2,3,5,2-3,8020,2-3-5,63820,抜き,1,2,3,0,5.19,6.67,6.67,0.0,55.47,6.6,1,0.0,1
202401170711,2024-01-17,07,蒲郡,11,1800,一般,5,第5日,False,晴,,2,,,1,1,2,4,1-2,290,1-2-4,1660,逃げ,2,2,2,0,5.767,6.35,6.35,6.98,29.46,6.67,2,0.02,0
202401171209,2024-01-17,12,住之江,9,1800,一般,3,第3日,False,晴,,1,,,1,1,4,3,1-4,820,1-4-3,1980,逃げ,1,3,2,0,5.665,6.44,5.46,4.57,32.75,6.76,3,0.03,0
202401171307,2024-01-17,13,尼崎,7,1800,一般,5,第5日,False,晴,,3,,,0,1,5,3,1-5,1210,1-5-3,4020,逃げ,1,1,3,1,5.162,6.46,5.78,6.43,29.11,6.71,5,0.05,0
202401171603,2024-01-17,16,児島,3,1800,一般,1,第1日,False,晴,,1,,,1,1,2,6,1-2,1370,1-2-6,4930,逃げ,1,1,4,0,5.343,6.9,4.95,4.61,50.0,6.63,3,0.02,0
202401171803,2024-01-17,18,徳山,3,1800,一般,3,第3日,False,晴,,3,,,3,1,2,4,1-2,910,1-2-4,2060,逃げ,1,0,4,1,4.82,7.36,4.65,3.78,40.0,6.86,4,0.01,0
202401172304,2024-01-17,23,唐津,4,1800,一般,5,第5日,False,晴,,3,,,3,2,3,4,2-3,2950,2-3-4,5940,差し,0,3,3,0,4.838,5.73,3.89,1.98,29.33,6.54,1,0.0,0
202401172306,2024-01-17,23,唐津,6,1800,一般,5,第5日,False,晴,,2,,,2,4,6,2,4-6,1880,4-6-2,11100,まくり,1,1,4,0,5.03,7.38,4.53,5.15,41.46,6.64,5,0.09,1
202401172308,2024-01-17,23,唐津,8,1800,一般,5,第5日,False,晴,,4,,,4,1,4,3,1-4,430,1-4-3,850,逃げ,0,0,5,1,3.973,4.9,4.9,5.63,25.0,6.61,4,0.06,0
202401180209,2024-01-18,02,戸田,9,1800,一般,1,第1日,False,晴,,1,,,1,2,3,5,2-3,690,2-3-5,1390,逃げ,1,3,2,0,5.985,6.87,5.84,6.02,33.0,6.67,3,,0
202401180308,2024-01-18,03,江戸川,8,1800,一般,4,第4日,False,曇り,,0,,,5,1,3,4,1-3,570,1-3-4,2290,逃げ,3,3,0,0,6.2,7.05,7.05,6.28,27.27,6.6,4,0.06,0
202401180312,2024-01-18,03,江戸川,12,1800,一般,4,第4日,False,晴,,2,,,5,1,2,6,1-2,650,1-2-6,2080,逃げ,3,3,0,0,6.437,6.96,6.96,7.96,35.81,6.57,6,0.1,0
202401180606,2024-01-18,06,浜名湖,6,1800,一般,3,第3日,False,雨,,1,,,1,1,3,6,1-3,1210,1-3-6,5490,逃げ,1,1,4,0,4.952,6.02,5.62,4.22,31.58,6.64,4,0.06,0
202401180708,2024-01-18,07,蒲郡,8,1800,一般,6,第6日,False,雨,,1,,,0,3,4,2,3-4,410,3-4-2,950,まくり,1,0,4,1,3.843,6.67,4.61,5.34,34.15,6.75,5,0.06,0
202401180710,2024-01-18,07,蒲郡,10,1800,一般,6,第6日,False,雨,,1,,,0,4,5,3,4-5,6430,4-5-3,15480,抜き,2,1,3,0,5.097,6.33,4.38,4.63,36.29,6.74,1,0.0,1
202401180910,2024-01-18,09,津,10,1800,一般,4,第4日,False,雨,,0,,,0,1,5,2,1-5,670,1-5-2,1910,逃げ,1,2,3,0,5.413,6.69,6.69,5.75,36.36,6.7,1,0.0,0
202401181201,2024-01-18,12,住之江,1,1800,一般,4,第4日,False,雨,,0,,,1,5,1,2,5-1,2040,5-1-2,4670,まくり差し,0,3,2,1,4.723,5.92,3.76,4.57,23.84,6.85,2,0.02,0
202401181204,2024-01-18,12,住之江,4,1800,一般,4,第4日,False,雨,,0,,,1,2,6,5,2-6,6950,2-6-5,23030,まくり,2,1,3,0,5.482,6.44,5.28,5.11,28.4,6.84,3,0.03,1
202401190204,2024-01-19,02,戸田,4,1800,一般,2,第2日,False,晴,,0,,,0,4,5,2,4-5,990,4-5-2,3650,差し,2,1,3,0,6.077,7.14,5.58,5.24,24.51,6.69,5,0.0,0
202401190304,2024-01-19,03,江戸川,4,1800,一般,5,第5日,False,晴,,5,,,5,1,2,6,1-2,430,1-2-6,1850,逃げ,0,5,1,0,5.52,6.45,6.45,6.28,20.51,6.55,2,0.13,0
202401190307,2024-01-19,03,江戸川,7,1800,一般,5,第5日,False,晴,,4,,,5,1,3,4,1-3,500,1-3-4,1710,抜き,1,4,1,0,5.842,7.0,6.06,6.03,36.84,6.44,5,0.14,0
202401190310,2024-01-19,03,江戸川,10,1800,一般,5,第5日,False,晴,,4,,,5,1,2,4,1-2,400,1-2-4,980,逃げ,5,1,0,0,6.655,7.47,6.56,6.46,39.87,6.4,3,0.08,0
202401190412,2024-01-19,04,平和島,12,1800,一般,1,第1日,False,晴,,2,,,3,1,4,3,1-4,1210,1-4-3,3530,逃げ,6,0,0,0,6.623,7.32,7.32,7.19,33.06,6.58,5,0.04,0
202401190606,2024-01-19,06,浜名湖,6,1800,一般,4,第4日,False,晴,,2,,,1,3,1,2,3-1,1810,3-1-2,7410,まくり差し,1,1,4,0,5.032,6.34,6.34,5.32,26.28,6.68,4,0.1,0
202401190906,2024-01-19,09,津,6,1800,一般,5,第5日,False,晴,,5,,,3,2,1,4,2-1,620,2-1-4,2260,差し,1,1,3,1,5.533,6.64,6.64,6.17,26.09,6.63,2,0.04,0
202401191509,2024-01-19,15,丸亀,9,1800,一般,5,第5日,False,曇り,,3,,,3,1,4,6,1-4,870,1-4-6,6690,逃げ,2,2,2,0,6.102,7.55,5.93,7.14,36.78,6.81,6,0.03,0
202401191602,2024-01-19,16,児島,2,1800,一般,3,第3日,False,曇り,,4,,,3,1,2,3,1-2,670,1-2-3,970,逃げ,0,1,5,0,4.477,5.78,3.95,4.67,25.64,6.78,3,0.01,0
202401191603,2024-01-19,16,児島,3,1800,一般,3,第3日,False,曇り,,2,,,3,3,2,4,3-2,3140,3-2-4,6390,まくり差し,0,3,3,0,5.005,5.87,4.42,0.0,35.48,6.74,2,0.19,0
202401191802,2024-01-19,18,徳山,2,1800,一般,5,第5日,False,曇り,,1,,,1,1,5,6,1-5,1680,1-5-6,14320,逃げ,0,0,5,1,4.705,5.43,4.99,2.71,36.52,6.81,5,0.07,1
202401191910,2024-01-19,19,下関,10,1800,一般,1,第1日,False,曇り,,1,,,1,1,6,5,1-6,2660,1-6-5,13480,逃げ,6,0,0,0,7.105,7.95,6.79,7.55,37.31,6.68,2,0.04,1
202401200207,2024-01-20,02,戸田,7,1800,一般,3,第3日,False,雨,,2,,,1,1,2,4,1-2,270,1-2-4,910,逃げ,1,0,4,1,4.522,6.57,6.57,0.0,51.26,6.6,1,0.0,0
202401200312,2024-01-20,03,江戸川,12,1800,一般,6,第6日,False,曇り,,5,,,5,1,5,3,1-5,770,1-5-3,2910,逃げ,6,0,0,0,6.83,7.52,6.65,6.0,35.0,6.33,5,0.06,0
202401200603,2024-01-20,06,浜名湖,3,1800,一般,5,第5日,False,雨,,2,,,1,2,6,5,2-6,460,2-6-5,1490,まくり,2,2,1,1,4.883,6.39,4.69,4.0,24.82,6.67,2,0.1,0
202401200607,2024-01-20,06,浜名湖,7,1800,一般,5,第5日,False,雨,,2,,,1,1,4,6,1-4,470,1-4-6,1320,逃げ,2,1,2,1,4.772,6.85,5.4,5.07,28.85,6.68,4,0.02,0
202401200801,2024-01-20,08,常滑,1,1800,一般,2,第2日,False,雨,,0,,,0,1,3,6,1-3,280,1-3-6,1030,逃げ,0,1,5,0,4.582,5.48,5.42,5.82,36.67,6.73,3,0.09,0
202401201005,2024-01-20,10,三国,5,1800,一般,3,第3日,False,雨,,1,,,1,4,5,6,4-5,1640,4-5-6,4030,まくり,1,2,3,0,5.383,6.49,4.39,5.28,44.91,6.53,5,0.12,0
202401201410,2024-01-20,14,鳴門,10,1800,一般,2,第2日,False,曇り,,3,,,3,1,2,3,1-2,370,1-2-3,1360,逃げ,2,0,4,0,5.327,6.31,4.55,0.0,25.0,6.76,2,0.12,0
202401201506,2024-01-20,15,丸亀,6,1800,一般,6,第6日,False,雨,,1,,,1,1,4,5,1-4,370,1-4-5,5290,逃げ,1,2,3,0,4.88,6.8,6.8,0.0,20.65,6.84,2,0.05,0
202401202108,2024-01-20,21,芦屋,8,1800,一般,1,第1日,False,雨,,5,,,5,2,5,3,2-5,1900,2-5-3,16820,まくり,1,2,2,1,5.093,7.27,3.82,3.78,35.37,6.66,2,0.04,1
202401210411,2024-01-21,04,平和島,11,1800,一般,3,第3日,False,曇り,,1,,,3,5,2,1,5-2,5630,5-2-1,14170,まくり差し,1,3,2,0,5.4,6.31,6.31,0.0,29.75,6.57,3,0.15,1
202401210502,2024-01-21,05,多摩川,2,1800,一般,1,第1日,False,雨,,2,,,2,4,2,1,4-2,4660,4-2-1,33030,まくり,0,2,2,2,4.258,5.63,2.81,3.61,38.51,6.68,3,0.09,1
202401211410,2024-01-21,14,鳴門,10,1800,一般,3,第3日,False,晴,,6,,,6,1,4,2,1-4,820,1-4-2,2170,逃げ,4,1,1,0,6.005,6.48,6.48,6.88,37.36,7.01,3,0.02,0
202401220106,2024-01-22,01,桐生,6,1800,一般,5,第5日,False,曇り,,1,,,1,1,4,3,1-4,620,1-4-3,1780,逃げ,0,1,4,1,4.487,5.75,5.75,5.5,75.0,6.6,1,0.0,0
202401220403,2024-01-22,04,平和島,3,1800,一般,4,第4日,False,曇り,,0,,,3,5,2,3,5-2,600,5-2-3,2290,差し,1,1,3,1,4.787,7.32,4.55,0.0,27.5,6.52,1,0.0,0
202401221301,2024-01-22,13,尼崎,1,1800,一般,2,第2日,False,晴,,0,,,0,2,4,3,2-4,4760,2-4-3,11170,差し,1,0,5,0,5.235,6.12,4.93,5.5,40.22,6.75,6,0.09,1
202401230807,2024-01-23,08,常滑,7,1200,一般,5,第5日,False,晴,,5,,,3,1,2,4,1-2,510,1-2-4,1600,まくり,1,1,3,1,3.948,6.1,5.8,0.0,45.45,6.72,2,0.13,0
202401231305,2024-01-23,13,尼崎,5,1800,一般,3,第3日,False,晴,,6,,,4,5,3,1,5-3,6550,5-3-1,17130,まくり,2,1,3,0,5.672,6.65,5.02,0.0,42.22,6.74,1,0.0,1
202401231505,2024-01-23,15,丸亀,5,1800,一般,1,第1日,False,晴,,7,,,7,6,3,5,6-3,2440,6-3-5,10570,まくり差し,1,1,4,0,5.382,6.8,4.67,5.43,22.11,6.72,3,0.08,1
202401231506,2024-01-23,15,丸亀,6,1800,一般,1,第1日,False,晴,,8,,,8,4,2,3,4-2,3180,4-2-3,16370,まくり,2,1,3,0,5.153,6.69,5.37,5.9,31.0,6.71,1,0.0,1
202401231509,2024-01-23,15,丸亀,9,1200,一般,1,第1日,False,晴,,9,,,9,3,2,6,3-2,1270,3-2-6,3680,まくり,0,3,3,0,4.697,5.68,5.51,0.0,45.98,6.69,3,0.08,0
202401231707,2024-01-23,17,宮島,7,1800,一般,1,第1日,False,曇り,,6,,,6,1,2,6,1-2,1030,1-2-6,2430,逃げ,1,2,3,0,5.243,6.11,5.61,6.89,32.91,6.64,2,0.02,0
202401231910,2024-01-23,19,下関,10,1200,一般,5,第5日,False,雪,,5,,,5,1,6,3,1-6,2140,1-6-3,7970,逃げ,6,0,0,0,6.825,7.14,7.14,7.88,30.39,6.84,1,0.0,0
202401232405,2024-01-23,24,大村,5,1800,一般,3,第3日,False,雪,,7,,,6,1,2,5,1-2,650,1-2-5,1060,逃げ,1,1,3,1,5.06,7.05,4.36,4.78,40.27,6.78,5,0.04,0
202401232412,2024-01-23,24,大村,12,1200,一般,3,第3日,False,雪,,10,,,9,2,3,4,2-3,470,2-3-4,830,恵まれ,3,1,2,0,5.96,7.05,6.56,5.57,35.81,6.79,3,,0
202401240406,2024-01-24,04,平和島,6,1800,一般,6,第6日,False,晴,,4,,,3,1,6,5,1-6,670,1-6-5,1720,逃げ,1,0,4,1,4.568,6.25,4.91,5.4,31.78,6.54,1,0.0,0
202401240909,2024-01-24,09,津,9,1800,一般,1,第1日,False,,,,,,,,,,,,,,,0,4,2,0,5.208,5.83,5.83,4.22,21.05,,,,0
202401241305,2024-01-24,13,尼崎,5,1800,一般,4,第4日,False,晴,,4,,,0,1,4,3,1-4,1250,1-4-3,2110,逃げ,1,2,3,0,5.602,6.44,5.98,4.78,40.91,6.84,3,0.02,0
202401241311,2024-01-24,13,尼崎,11,1200,一般,4,第4日,False,晴,,4,,,0,4,3,2,4-3,550,4-3-2,3090,恵まれ,3,2,1,0,5.917,6.84,6.5,6.22,40.86,6.77,4,,0
202401241511,2024-01-24,15,丸亀,11,1800,一般,2,第2日,False,,,,,,,,,,,,,,,2,3,1,0,5.633,6.55,6.55,6.78,36.26,,,,0
202401242301,2024-01-24,23,唐津,1,1800,一般,2,第2日,False,雪,,3,,,3,1,2,3,1-2,550,1-2-3,1200,逃げ,0,1,4,1,4.64,6.34,6.34,6.78,38.24,6.69,3,0.06,0
202401242302,2024-01-24,23,唐津,2,1800,一般,2,第2日,False,雪,,3,,,3,1,2,4,1-2,250,1-2-4,620,逃げ,1,1,4,0,4.6,6.84,5.02,5.14,30.43,6.71,1,0.0,0
202401250502,2024-01-25,05,多摩川,2,1800,一般,5,第5日,False,晴,,2,,,2,1,4,2,1-4,640,1-4-2,2750,逃げ,0,2,3,1,4.883,5.89,4.52,3.91,40.85,6.73,5,0.21,0
202401250711,2024-01-25,07,蒲郡,11,1800,一般,1,第1日,False,晴,,4,,,2,4,5,6,4-5,1180,4-5-6,3280,まくり,0,3,3,0,5.433,6.37,6.29,6.0,32.37,6.73,2,0.11,0
202401251105,2024-01-25,11,びわこ,5,1800,一般,1,第1日,False,雪,,4,,,3,3,2,5,3-2,530,3-2-5,1100,まくり差し,1,2,3,0,5.215,6.6,5.49,4.13,21.88,6.63,6,0.2,0
202401251204,2024-01-25,12,住之江,4,1800,一般,1,第1日,False,曇り,,5,,,2,6,4,1,6-4,36600,6-4-1,121760,まくり差し,2,0,3,1,5.317,7.32,5.5,4.95,34.08,6.83,5,0.09,1
202401251701,2024-01-25,17,宮島,1,1800,一般,3,第3日,False,曇り,,3,,,3,1,2,5,1-2,430,1-2-5,1500,逃げ,0,2,4,0,5.5,7.32,7.32,6.4,23.94,6.52,2,0.11,0
202401251708,2024-01-25,17,宮島,8,1800,一般,3,第3日,False,曇り,,2,,,2,3,1,4,3-1,700,3-1-4,1870,差し,0,0,6,0,4.61,5.13,4.41,4.24,35.71,6.61,2,0.09,0
202401251806,2024-01-25,18,徳山,6,1800,一般,3,第3日,False,曇り,,2,,,2,3,1,2,3-1,850,3-1-2,2850,抜き,1,2,3,0,5.323,6.44,4.98,5.06,36.41,6.84,4,0.03,0
202401252311,2024-01-25,23,唐津,11,1800,一般,3,第3日,False,晴,,3,,,3,2,3,4,2-3,410,2-3-4,1250,逃げ,2,1,3,0,5.43,7.2,4.49,4.94,34.09,6.69,2,0.07,0
202401252409,2024-01-25,24,大村,9,1800,一般,5,第5日,False,晴,,4,,,3,1,4,5,1-4,680,1-4-5,2750,逃げ,0,5,1,0,5.778,6.02,5.86,5.71,47.3,6.79,1,0.0,0
202401252410,2024-01-25,24,大村,10,1800,一般,5,第5日,False,晴,,3,,,2,1,4,2,1-4,530,1-4-2,1100,逃げ,4,1,1,0,6.072,6.84,6.84,6.29,24.81,6.74,2,0.03,0
202401260710,2024-01-26,07,蒲郡,10,1800,一般,2,第2日,False,晴,,5,,,2,1,2,6,1-2,330,1-2-6,4370,抜き,1,2,3,0,5.252,6.51,6.51,6.36,24.79,6.68,4,0.12,0
202401260811,2024-01-26,08,常滑,11,1200,一般,1,第1日,False,晴,,5,,,3,1,2,3,1-2,220,1-2-3,1600,逃げ,3,2,1,0,6.022,6.81,6.81,6.38,28.57,6.73,4,0.12,0
202401260904,2024-01-26,09,津,4,1800,一般,2,第2日,False,曇り,,4,,,2,6,3,2,6-3,1050,6-3-2,4240,まくり,1,2,3,0,5.118,7.3,3.84,0.0,28.57,6.63,5,0.07,0
202401260906,2024-01-26,09,津,6,1800,一般,2,第2日,False,晴,,5,,,3,3,6,4,3-6,600,3-6-4,1240,まくり,1,1,2,2,4.242,6.19,2.55,1.17,29.73,6.74,1,0.0,0
202401261005,2024-01-26,10,三国,5,1800,一般,1,第1日,False,曇り,,4,,,4,4,6,5,4-6,1780,4-6-5,7110,まくり,2,1,3,0,5.423,7.08,4.65,0.0,38.61,6.77,4,0.16,0
202401261012,2024-01-26,10,三国,12,1800,一般,1,第1日,False,曇り,,5,,,5,3,2,5,3-2,2280,3-2-5,19510,差し,6,0,0,0,6.693,7.08,6.42,5.92,41.36,6.67,6,0.1,1
202401261303,2024-01-26,13,尼崎,3,1800,一般,6,第6日,False,曇り,,0,,,0,1,5,3,1-5,730,1-5-3,2170,逃げ,0,3,3,0,5.338,5.83,4.95,4.85,47.06,6.77,5,0.01,0
202401261507,2024-01-26,15,丸亀,7,1800,一般,3,第3日,False,晴,,4,,,4,1,5,2,1-5,350,1-5-2,1220,逃げ,1,1,4,0,4.978,6.46,6.3,6.23,29.35,6.66,6,0.02,0
202401270103,2024-01-27,01,桐生,3,1200,一般,1,第1日,False,晴,,9,,,8,1,4,3,1-4,430,1-4-3,1850,逃げ,1,2,3,0,5.397,6.65,4.82,4.08,17.65,6.86,1,0.0,0
202401270107,2024-01-27,01,桐生,7,1800,一般,1,第1日,False,晴,,6,,,5,1,4,3,1-4,1040,1-4-3,2790,抜き,0,2,4,0,4.915,5.6,5.6,3.0,21.43,6.79,2,0.02,0
202401270109,2024-01-27,01,桐生,9,1800,一般,1,第1日,False,晴,,6,,,5,2,1,4,2-1,1050,2-1-4,3000,差し,0,4,2,0,5.392,5.85,5.59,6.11,15.38,6.81,2,0.01,0
202401270110,2024-01-27,01,桐生,10,1800,一般,1,第1日,False,晴,,5,,,4,1,2,5,1-2,240,1-2-5,1010,逃げ,0,3,3,0,5.403,6.32,5.68,6.0,25.0,6.72,6,0.15,0
202401270301,2024-01-27,03,江戸川,1,1800,一般,1,第1日,False,晴,,6,,,5,1,2,3,1-2,490,1-2-3,1680,逃げ,0,0,5,1,3.603,4.64,4.5,4.84,20.41,6.34,5,0.1,0
202401270302,2024-01-27,03,江戸川,2,1800,一般,1,第1日,False,晴,,5,,,5,2,1,6,2-1,370,2-1-6,1300,差し,0,2,3,1,4.522,5.82,5.1,5.95,34.55,6.44,6,0.06,0
202401270309,2024-01-27,03,江戸川,9,1200,一般,1,第1日,False,晴,,5,,,10,1,6,4,1-6,800,1-6-4,2830,逃げ,0,3,3,0,5.228,5.95,5.95,6.08,24.31,6.71,6,0.01,0
202401270604,2024-01-27,06,浜名湖,4,1800,一般,3,第3日,False,晴,,5,,,2,3,1,6,3-1,1400,3-1-6,2890,まくり差し,6,0,0,0,7.002,7.69,6.64,6.89,32.76,6.71,6,0.05,0
202401270609,2024-01-27,06,浜名湖,9,1800,一般,3,第3日,False,晴,,4,,,2,3,2,5,3-2,1270,3-2-5,7500,まくり,6,0,0,0,7.157,7.76,6.63,6.29,28.92,6.7,3,0.04,0
202401270807,2024-01-27,08,常滑,7,1800,一般,2,第2日,False,晴,,4,,,2,1,4,6,1-4,380,1-4-6,1080,逃げ,2,1,3,0,5.248,6.72,5.81,6.88,25.0,6.66,6,0.14,0
202401270905,2024-01-27,09,津,5,1800,一般,3,第3日,False,晴,,4,,,2,1,2,3,1-2,150,1-2-3,320,逃げ,1,0,4,1,4.098,6.35,6.35,5.53,31.25,6.68,5,0.1,0
202401271005,2024-01-27,10,三国,5,1800,一般,2,第2日,False,曇り,,1,,,1,4,3,6,4-3,610,4-3-6,2070,まくり,1,2,3,0,5.382,6.79,4.44,4.86,39.5,6.63,3,0.04,0
202401271404,2024-01-27,14,鳴門,4,1800,一般,1,第1日,False,晴,,3,,,3,2,4,3,2-4,3510,2-4-3,14050,まくり,0,1,5,0,4.718,6.11,4.36,4.37,35.61,6.81,5,0.13,1
202401271707,2024-01-27,17,宮島,7,1800,一般,5,第5日,False,晴,,2,,,2,3,4,5,3-4,4400,3-4-5,7670,抜き,1,1,4,0,5.163,6.79,5.21,3.9,30.26,6.7,5,0.11,0
202401271710,2024-01-27,17,宮島,10,1800,一般,5,第5日,False,晴,,0,,,1,1,3,6,1-3,440,1-3-6,2030,逃げ,2,4,0,0,6.14,7.15,7.15,6.87,23.19,6.69,3,0.01,0
202401272401,2024-01-27,24,大村,1,1800,一般,7,第7日,False,曇り,,3,,,2,2,1,3,2-1,600,2-1-3,1190,差し,0,0,3,3,4.155,4.94,3.96,4.03,34.9,6.82,1,0.0,0
202401280102,2024-01-28,01,桐生,2,1800,一般,2,第2日,False,晴,,3,,,2,2,1,5,2-1,380,2-1-5,900,抜き,0,2,2,2,4.233,6.32,4.28,4.44,53.33,6.61,2,0.08,0
202401280601,2024-01-28,06,浜名湖,1,1800,一般,4,第4日,False,晴,,3,,,1,3,6,1,3-6,1670,3-6-1,4230,まくり,6,0,0,0,6.818,7.56,6.93,5.83,34.83,6.65,6,0.03,0
202401280908,2024-01-28,09,津,8,1800,一般,4,第4日,False,晴,,5,,,3,1,2,5,1-2,530,1-2-5,3130,逃げ,1,2,3,0,5.267,6.35,5.57,5.77,26.92,6.65,5,0.09,0
202401281207,2024-01-28,12,住之江,7,1800,一般,4,第4日,False,曇り,,5,,,2,1,4,3,1-4,630,1-4-3,1530,抜き,1,2,1,2,5.398,7.73,7.73,6.39,34.97,6.76,5,0.07,0
202401281211,2024-01-28,12,住之江,11,1800,一般,4,第4日,False,曇り,,2,,,1,1,3,4,1-3,1000,1-3-4,3930,逃げ,2,2,2,0,5.875,7.73,6.86,5.28,37.36,6.82,6,0.04,0
202401281510,2024-01-28,15,丸亀,10,1800,一般,5,第5日,False,晴,,3,,,3,1,3,5,1-3,370,1-3-5,2370,逃げ,2,2,2,0,5.742,6.5,6.5,6.23,44.79,6.64,1,0.0,0
202401281601,2024-01-28,16,児島,1,1800,一般,4,第4日,False,曇り,,2,,,3,1,4,3,1-4,360,1-4-3,1290,逃げ,1,0,4,1,4.257,6.34,6.34,0.0,30.0,6.69,1,0.0,0
202401281810,2024-01-28,18,徳山,10,1800,一般,6,第6日,False,晴,,1,,,1,1,5,3,1-5,890,1-5-3,2110,逃げ,1,3,2,0,5.62,6.41,6.27,7.84,30.99,6.85,1,0.0,0
